2024-11-04 18:08:24,013 | DEBUG | No writer
2024-11-04 18:08:24,013 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,013 | DEBUG | Got value from dict - 17
2024-11-04 18:08:24,043 | DEBUG | No writer
2024-11-04 18:08:24,043 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,043 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,148 | DEBUG | No writer
2024-11-04 18:08:24,148 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,148 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,273 | DEBUG | Value added to dictionary
2024-11-04 18:08:24,273 | DEBUG | adding height: tall to db was True
2024-11-04 18:08:24,273 | DEBUG | Data written
2024-11-04 18:08:24,273 | DEBUG | writing was True
2024-11-04 18:08:24,273 | DEBUG | released all reader slots
2024-11-04 18:08:24,273 | DEBUG | No writer
2024-11-04 18:08:24,273 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,273 | DEBUG | Got value from dict - tall
2024-11-04 18:08:24,280 | DEBUG | Value added to dictionary
2024-11-04 18:08:24,280 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:08:24,280 | DEBUG | Data written
2024-11-04 18:08:24,280 | DEBUG | writing was True
2024-11-04 18:08:24,280 | DEBUG | released all reader slots
2024-11-04 18:08:24,388 | DEBUG | No writer
2024-11-04 18:08:24,388 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,388 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,407 | DEBUG | No writer
2024-11-04 18:08:24,407 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,407 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,430 | DEBUG | No writer
2024-11-04 18:08:24,430 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,430 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,443 | DEBUG | No writer
2024-11-04 18:08:24,443 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,443 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,463 | DEBUG | No writer
2024-11-04 18:08:24,463 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,463 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,483 | DEBUG | No writer
2024-11-04 18:08:24,483 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,483 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,502 | DEBUG | No writer
2024-11-04 18:08:24,502 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,502 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,520 | DEBUG | No writer
2024-11-04 18:08:24,521 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,521 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,536 | DEBUG | No writer
2024-11-04 18:08:24,536 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,536 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,553 | DEBUG | No writer
2024-11-04 18:08:24,553 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,553 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,666 | DEBUG | No writer
2024-11-04 18:08:24,666 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,666 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,684 | DEBUG | No writer
2024-11-04 18:08:24,684 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,684 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,703 | DEBUG | No writer
2024-11-04 18:08:24,703 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,703 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,731 | DEBUG | Value added to dictionary
2024-11-04 18:08:24,731 | DEBUG | adding num: 12 to db was True
2024-11-04 18:08:24,731 | DEBUG | Data written
2024-11-04 18:08:24,732 | DEBUG | writing was True
2024-11-04 18:08:24,732 | DEBUG | released all reader slots
2024-11-04 18:08:24,732 | DEBUG | No writer
2024-11-04 18:08:24,732 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,732 | DEBUG | Got value from dict - 12
2024-11-04 18:08:24,765 | DEBUG | No writer
2024-11-04 18:08:24,765 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,765 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,781 | DEBUG | No writer
2024-11-04 18:08:24,781 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,781 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,797 | DEBUG | No writer
2024-11-04 18:08:24,797 | DEBUG | Acquired reader lock
2024-11-04 18:08:24,797 | DEBUG | Got value from dict - None
2024-11-04 18:08:24,805 | DEBUG | Tests complete
2024-11-04 18:10:01,026 | DEBUG | Data written
2024-11-04 18:10:01,026 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:10:01,034 | DEBUG | Got data
2024-11-04 18:10:01,034 | DEBUG | Data written
2024-11-04 18:10:01,034 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:10:01,034 | DEBUG | Got data
2024-11-04 18:10:01,035 | DEBUG | Value added to dictionary
2024-11-04 18:10:01,035 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:10:01,035 | DEBUG | Data written
2024-11-04 18:10:01,035 | DEBUG | writing was True
2024-11-04 18:10:01,035 | DEBUG | released all reader slots
2024-11-04 18:10:01,035 | DEBUG | No writer
2024-11-04 18:10:01,035 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,035 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,143 | DEBUG | Value added to dictionary
2024-11-04 18:10:01,143 | DEBUG | adding age: 17 to db was True
2024-11-04 18:10:01,143 | DEBUG | Data written
2024-11-04 18:10:01,143 | DEBUG | writing was True
2024-11-04 18:10:01,143 | DEBUG | released all reader slots
2024-11-04 18:10:01,143 | DEBUG | No writer
2024-11-04 18:10:01,143 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,143 | DEBUG | Got value from dict - 17
2024-11-04 18:10:01,181 | DEBUG | No writer
2024-11-04 18:10:01,181 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,181 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,283 | DEBUG | No writer
2024-11-04 18:10:01,283 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,283 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,411 | DEBUG | Value added to dictionary
2024-11-04 18:10:01,411 | DEBUG | adding height: tall to db was True
2024-11-04 18:10:01,411 | DEBUG | Data written
2024-11-04 18:10:01,411 | DEBUG | writing was True
2024-11-04 18:10:01,411 | DEBUG | released all reader slots
2024-11-04 18:10:01,411 | DEBUG | No writer
2024-11-04 18:10:01,411 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,411 | DEBUG | Got value from dict - tall
2024-11-04 18:10:01,418 | DEBUG | Value added to dictionary
2024-11-04 18:10:01,418 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:10:01,418 | DEBUG | Data written
2024-11-04 18:10:01,418 | DEBUG | writing was True
2024-11-04 18:10:01,418 | DEBUG | released all reader slots
2024-11-04 18:10:01,524 | DEBUG | No writer
2024-11-04 18:10:01,524 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,524 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,544 | DEBUG | No writer
2024-11-04 18:10:01,544 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,544 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,563 | DEBUG | No writer
2024-11-04 18:10:01,563 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,563 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,581 | DEBUG | No writer
2024-11-04 18:10:01,581 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,581 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,602 | DEBUG | No writer
2024-11-04 18:10:01,602 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,602 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,618 | DEBUG | No writer
2024-11-04 18:10:01,618 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,618 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,634 | DEBUG | No writer
2024-11-04 18:10:01,634 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,634 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,651 | DEBUG | No writer
2024-11-04 18:10:01,651 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,651 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,666 | DEBUG | No writer
2024-11-04 18:10:01,667 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,667 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,681 | DEBUG | No writer
2024-11-04 18:10:01,681 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,681 | DEBUG | Got value from dict - Ophir
2024-11-04 18:10:01,791 | DEBUG | No writer
2024-11-04 18:10:01,791 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,791 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,808 | DEBUG | No writer
2024-11-04 18:10:01,808 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,808 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,828 | DEBUG | No writer
2024-11-04 18:10:01,828 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,828 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,851 | DEBUG | Value added to dictionary
2024-11-04 18:10:01,851 | DEBUG | adding num: 12 to db was True
2024-11-04 18:10:01,851 | DEBUG | Data written
2024-11-04 18:10:01,851 | DEBUG | writing was True
2024-11-04 18:10:01,851 | DEBUG | released all reader slots
2024-11-04 18:10:01,851 | DEBUG | No writer
2024-11-04 18:10:01,852 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,852 | DEBUG | Got value from dict - 12
2024-11-04 18:10:01,882 | DEBUG | No writer
2024-11-04 18:10:01,882 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,882 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,898 | DEBUG | No writer
2024-11-04 18:10:01,898 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,898 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,914 | DEBUG | No writer
2024-11-04 18:10:01,914 | DEBUG | Acquired reader lock
2024-11-04 18:10:01,914 | DEBUG | Got value from dict - None
2024-11-04 18:10:01,922 | DEBUG | Tests complete
2024-11-04 18:11:21,882 | DEBUG | Data written
2024-11-04 18:11:21,882 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:11:21,890 | DEBUG | Got data
2024-11-04 18:11:21,891 | DEBUG | Data written
2024-11-04 18:11:21,891 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:11:21,891 | DEBUG | Got data
2024-11-04 18:11:21,999 | DEBUG | Value added to dictionary
2024-11-04 18:11:21,999 | DEBUG | adding age: 17 to db was True
2024-11-04 18:11:21,999 | DEBUG | Data written
2024-11-04 18:11:21,999 | DEBUG | writing was True
2024-11-04 18:11:21,999 | DEBUG | released all reader slots
2024-11-04 18:11:21,999 | DEBUG | No writer
2024-11-04 18:11:21,999 | DEBUG | Acquired reader lock
2024-11-04 18:11:21,999 | DEBUG | Got value from dict - 17
2024-11-04 18:11:22,028 | DEBUG | No writer
2024-11-04 18:11:22,028 | DEBUG | Acquired reader lock
2024-11-04 18:11:22,028 | DEBUG | Got value from dict - None
2024-11-04 18:11:22,036 | DEBUG | Tests complete
2024-11-04 18:11:39,162 | DEBUG | Data written
2024-11-04 18:11:39,162 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:11:39,170 | DEBUG | Got data
2024-11-04 18:11:39,171 | DEBUG | Data written
2024-11-04 18:11:39,171 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:11:39,171 | DEBUG | Got data
2024-11-04 18:11:39,275 | DEBUG | Value added to dictionary
2024-11-04 18:11:39,275 | DEBUG | adding age: 17 to db was True
2024-11-04 18:11:39,275 | DEBUG | Data written
2024-11-04 18:11:39,275 | DEBUG | writing was True
2024-11-04 18:11:39,275 | DEBUG | released all reader slots
2024-11-04 18:11:39,275 | DEBUG | No writer
2024-11-04 18:11:39,275 | DEBUG | Acquired reader lock
2024-11-04 18:11:39,275 | DEBUG | Got value from dict - 17
2024-11-04 18:11:39,314 | DEBUG | No writer
2024-11-04 18:11:39,314 | DEBUG | Acquired reader lock
2024-11-04 18:11:39,314 | DEBUG | Got value from dict - None
2024-11-04 18:11:39,322 | DEBUG | Tests complete
2024-11-04 18:12:50,343 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:12:50,351 | DEBUG | Got data
2024-11-04 18:12:50,352 | DEBUG | Data written
2024-11-04 18:12:50,352 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:12:50,352 | DEBUG | Got data
2024-11-04 18:12:50,457 | DEBUG | Value added to dictionary
2024-11-04 18:12:50,457 | DEBUG | adding age: 17 to db was True
2024-11-04 18:12:50,458 | DEBUG | Data written
2024-11-04 18:12:50,458 | DEBUG | writing was True
2024-11-04 18:12:50,458 | DEBUG | released all reader slots
2024-11-04 18:12:50,458 | DEBUG | No writer
2024-11-04 18:12:50,458 | DEBUG | Acquired reader lock
2024-11-04 18:12:50,458 | DEBUG | Got value from dict - 17
2024-11-04 18:12:50,493 | DEBUG | No writer
2024-11-04 18:12:50,493 | DEBUG | Acquired reader lock
2024-11-04 18:12:50,494 | DEBUG | Got value from dict - 17
2024-11-04 18:12:50,501 | DEBUG | Tests complete
2024-11-04 18:12:55,538 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:12:55,546 | DEBUG | Got data
2024-11-04 18:12:55,546 | DEBUG | Data written
2024-11-04 18:12:55,546 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:12:55,546 | DEBUG | Got data
2024-11-04 18:12:55,650 | DEBUG | Value added to dictionary
2024-11-04 18:12:55,650 | DEBUG | adding age: 17 to db was True
2024-11-04 18:12:55,650 | DEBUG | Data written
2024-11-04 18:12:55,650 | DEBUG | writing was True
2024-11-04 18:12:55,650 | DEBUG | released all reader slots
2024-11-04 18:12:55,650 | DEBUG | No writer
2024-11-04 18:12:55,650 | DEBUG | Acquired reader lock
2024-11-04 18:12:55,650 | DEBUG | Got value from dict - 17
2024-11-04 18:12:55,688 | DEBUG | No writer
2024-11-04 18:12:55,689 | DEBUG | Acquired reader lock
2024-11-04 18:12:55,689 | DEBUG | Got value from dict - 17
2024-11-04 18:12:55,695 | DEBUG | Tests complete
2024-11-04 18:13:26,519 | DEBUG | Data written
2024-11-04 18:13:26,519 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:13:26,527 | DEBUG | Got data
2024-11-04 18:13:26,527 | DEBUG | Data written
2024-11-04 18:13:26,528 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:13:26,528 | DEBUG | Got data
2024-11-04 18:13:26,634 | DEBUG | Value added to dictionary
2024-11-04 18:13:26,634 | DEBUG | adding age: 17 to db was True
2024-11-04 18:13:26,634 | DEBUG | Data written
2024-11-04 18:13:26,634 | DEBUG | writing was True
2024-11-04 18:13:26,634 | DEBUG | released all reader slots
2024-11-04 18:13:26,634 | DEBUG | No writer
2024-11-04 18:13:26,634 | DEBUG | Acquired reader lock
2024-11-04 18:13:26,634 | DEBUG | Got value from dict - 17
2024-11-04 18:13:26,660 | DEBUG | No writer
2024-11-04 18:13:26,660 | DEBUG | Acquired reader lock
2024-11-04 18:13:26,660 | DEBUG | Got value from dict - None
2024-11-04 18:13:26,668 | DEBUG | Tests complete
2024-11-04 18:13:44,438 | DEBUG | Data written
2024-11-04 18:13:44,438 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:13:44,446 | DEBUG | Got data
2024-11-04 18:13:44,447 | DEBUG | Data written
2024-11-04 18:13:44,447 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:13:44,447 | DEBUG | Got data
2024-11-04 18:13:44,547 | DEBUG | Value added to dictionary
2024-11-04 18:13:44,547 | DEBUG | adding age: 17 to db was True
2024-11-04 18:13:44,547 | DEBUG | Data written
2024-11-04 18:13:44,547 | DEBUG | writing was True
2024-11-04 18:13:44,547 | DEBUG | released all reader slots
2024-11-04 18:13:44,547 | DEBUG | No writer
2024-11-04 18:13:44,547 | DEBUG | Acquired reader lock
2024-11-04 18:13:44,547 | DEBUG | Got value from dict - 17
2024-11-04 18:13:44,675 | DEBUG | No writer
2024-11-04 18:13:44,675 | DEBUG | Acquired reader lock
2024-11-04 18:13:44,675 | DEBUG | Got value from dict - None
2024-11-04 18:13:44,682 | DEBUG | Tests complete
2024-11-04 18:14:13,690 | DEBUG | Data written
2024-11-04 18:14:13,690 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:14:13,698 | DEBUG | Got data
2024-11-04 18:14:13,698 | DEBUG | Data written
2024-11-04 18:14:13,698 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:14:13,699 | DEBUG | Got data
2024-11-04 18:14:13,801 | DEBUG | Value added to dictionary
2024-11-04 18:14:13,801 | DEBUG | adding age: 17 to db was True
2024-11-04 18:14:13,801 | DEBUG | Data written
2024-11-04 18:14:13,801 | DEBUG | writing was True
2024-11-04 18:14:13,801 | DEBUG | released all reader slots
2024-11-04 18:14:13,801 | DEBUG | No writer
2024-11-04 18:14:13,801 | DEBUG | Acquired reader lock
2024-11-04 18:14:13,801 | DEBUG | Got value from dict - 17
2024-11-04 18:14:13,916 | DEBUG | No writer
2024-11-04 18:14:13,916 | DEBUG | Acquired reader lock
2024-11-04 18:14:13,916 | DEBUG | Got value from dict - None
2024-11-04 18:14:13,923 | DEBUG | Tests complete
2024-11-04 18:14:54,168 | DEBUG | Data written
2024-11-04 18:14:54,168 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:14:54,177 | DEBUG | Got data
2024-11-04 18:14:54,177 | DEBUG | Data written
2024-11-04 18:14:54,178 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:14:54,178 | DEBUG | Got data
2024-11-04 18:14:54,287 | DEBUG | Value added to dictionary
2024-11-04 18:14:54,287 | DEBUG | adding age: 17 to db was True
2024-11-04 18:14:54,287 | DEBUG | Data written
2024-11-04 18:14:54,287 | DEBUG | writing was True
2024-11-04 18:14:54,287 | DEBUG | released all reader slots
2024-11-04 18:14:54,287 | DEBUG | No writer
2024-11-04 18:14:54,287 | DEBUG | Acquired reader lock
2024-11-04 18:14:54,287 | DEBUG | Got value from dict - 17
2024-11-04 18:14:54,409 | DEBUG | No writer
2024-11-04 18:14:54,409 | DEBUG | Acquired reader lock
2024-11-04 18:14:54,409 | DEBUG | Got value from dict - None
2024-11-04 18:14:54,417 | DEBUG | Tests complete
2024-11-04 18:16:28,655 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:28,664 | DEBUG | Got data
2024-11-04 18:16:28,664 | DEBUG | Data written
2024-11-04 18:16:28,664 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:28,664 | DEBUG | Got data
2024-11-04 18:16:28,769 | DEBUG | Value added to dictionary
2024-11-04 18:16:28,769 | DEBUG | adding age: 17 to db was True
2024-11-04 18:16:28,769 | DEBUG | Data written
2024-11-04 18:16:28,769 | DEBUG | writing was True
2024-11-04 18:16:28,769 | DEBUG | released all reader slots
2024-11-04 18:16:28,769 | DEBUG | No writer
2024-11-04 18:16:28,769 | DEBUG | Acquired reader lock
2024-11-04 18:16:28,769 | DEBUG | Got value from dict - 17
2024-11-04 18:16:28,769 | DEBUG | Got data
2024-11-04 18:16:28,895 | DEBUG | No writer
2024-11-04 18:16:28,895 | DEBUG | Acquired reader lock
2024-11-04 18:16:28,895 | DEBUG | Got value from dict - 17
2024-11-04 18:16:28,895 | DEBUG | Got data
2024-11-04 18:16:28,902 | DEBUG | Tests complete
2024-11-04 18:16:51,640 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:51,643 | DEBUG | Got data
2024-11-04 18:16:51,643 | DEBUG | Data written
2024-11-04 18:16:51,644 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:51,644 | DEBUG | Got data
2024-11-04 18:16:52,328 | DEBUG | Value added to dictionary
2024-11-04 18:16:52,329 | DEBUG | adding age: 17 to db was True
2024-11-04 18:16:52,329 | DEBUG | Data written
2024-11-04 18:16:52,329 | DEBUG | writing was True
2024-11-04 18:16:52,329 | DEBUG | released all reader slots
2024-11-04 18:16:52,329 | DEBUG | No writer
2024-11-04 18:16:52,329 | DEBUG | Acquired reader lock
2024-11-04 18:16:52,329 | DEBUG | Got value from dict - 17
2024-11-04 18:16:52,451 | DEBUG | No writer
2024-11-04 18:16:52,451 | DEBUG | Acquired reader lock
2024-11-04 18:16:52,451 | DEBUG | Got value from dict - 17
2024-11-04 18:16:53,906 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:53,916 | DEBUG | Got data
2024-11-04 18:16:53,916 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:53,916 | DEBUG | Got data
2024-11-04 18:16:54,023 | DEBUG | Value added to dictionary
2024-11-04 18:16:54,023 | DEBUG | adding age: 17 to db was True
2024-11-04 18:16:54,023 | DEBUG | Data written
2024-11-04 18:16:54,023 | DEBUG | writing was True
2024-11-04 18:16:54,023 | DEBUG | released all reader slots
2024-11-04 18:16:54,023 | DEBUG | No writer
2024-11-04 18:16:54,023 | DEBUG | Acquired reader lock
2024-11-04 18:16:54,023 | DEBUG | Got value from dict - 17
2024-11-04 18:16:54,150 | DEBUG | No writer
2024-11-04 18:16:54,150 | DEBUG | Acquired reader lock
2024-11-04 18:16:54,150 | DEBUG | Got value from dict - 17
2024-11-04 18:16:54,159 | DEBUG | Tests complete
2024-11-04 18:16:59,229 | DEBUG | Data written
2024-11-04 18:16:59,230 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:59,238 | DEBUG | Got data
2024-11-04 18:16:59,239 | DEBUG | Data written
2024-11-04 18:16:59,239 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:16:59,239 | DEBUG | Got data
2024-11-04 18:16:59,342 | DEBUG | Value added to dictionary
2024-11-04 18:16:59,342 | DEBUG | adding age: 17 to db was True
2024-11-04 18:16:59,342 | DEBUG | Data written
2024-11-04 18:16:59,342 | DEBUG | writing was True
2024-11-04 18:16:59,342 | DEBUG | released all reader slots
2024-11-04 18:16:59,342 | DEBUG | No writer
2024-11-04 18:16:59,342 | DEBUG | Acquired reader lock
2024-11-04 18:16:59,342 | DEBUG | Got value from dict - 17
2024-11-04 18:16:59,460 | DEBUG | No writer
2024-11-04 18:16:59,460 | DEBUG | Acquired reader lock
2024-11-04 18:16:59,460 | DEBUG | Got value from dict - None
2024-11-04 18:16:59,468 | DEBUG | Tests complete
