2024-11-04 18:07:07,423 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,423 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,423 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,424 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,423 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,423 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,424 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,424 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,422 | DEBUG | No writer
2024-11-04 18:07:07,424 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,423 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,424 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,424 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,424 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,425 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,425 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:07,425 | DEBUG | Data written
2024-11-04 18:07:07,425 | DEBUG | writing was True
2024-11-04 18:07:07,425 | DEBUG | released all reader slots
2024-11-04 18:07:07,425 | DEBUG | No writer
2024-11-04 18:07:07,425 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,425 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,425 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,425 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:07,425 | DEBUG | Data written
2024-11-04 18:07:07,425 | DEBUG | writing was True
2024-11-04 18:07:07,426 | DEBUG | released all reader slots
2024-11-04 18:07:07,426 | DEBUG | No writer
2024-11-04 18:07:07,426 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,426 | DEBUG | Got value from dict - None
2024-11-04 18:07:07,530 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,530 | DEBUG | adding height: tall to db was True
2024-11-04 18:07:07,530 | DEBUG | Data written
2024-11-04 18:07:07,530 | DEBUG | writing was True
2024-11-04 18:07:07,530 | DEBUG | released all reader slots
2024-11-04 18:07:07,531 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,531 | DEBUG | adding age: 17 to db was True
2024-11-04 18:07:07,531 | DEBUG | Data written
2024-11-04 18:07:07,531 | DEBUG | writing was True
2024-11-04 18:07:07,531 | DEBUG | released all reader slots
2024-11-04 18:07:07,531 | DEBUG | No writer
2024-11-04 18:07:07,532 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,532 | DEBUG | Got value from dict - 17
2024-11-04 18:07:07,532 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,532 | DEBUG | Data written
2024-11-04 18:07:07,532 | DEBUG | Got data
2024-11-04 18:07:07,532 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,532 | DEBUG | Data written
2024-11-04 18:07:07,533 | DEBUG | Data written
2024-11-04 18:07:07,533 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:07:07,538 | DEBUG | Got data
2024-11-04 18:07:07,538 | DEBUG | Data written
2024-11-04 18:07:07,538 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:07:07,539 | DEBUG | Got data
2024-11-04 18:07:07,539 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,539 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:07,539 | DEBUG | Data written
2024-11-04 18:07:07,539 | DEBUG | writing was True
2024-11-04 18:07:07,539 | DEBUG | released all reader slots
2024-11-04 18:07:07,539 | DEBUG | No writer
2024-11-04 18:07:07,539 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,539 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:07,647 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,647 | DEBUG | adding age: 17 to db was True
2024-11-04 18:07:07,647 | DEBUG | Data written
2024-11-04 18:07:07,647 | DEBUG | writing was True
2024-11-04 18:07:07,647 | DEBUG | released all reader slots
2024-11-04 18:07:07,647 | DEBUG | No writer
2024-11-04 18:07:07,647 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,647 | DEBUG | Got value from dict - 17
2024-11-04 18:07:07,676 | DEBUG | No writer
2024-11-04 18:07:07,676 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,676 | DEBUG | Got value from dict - None
2024-11-04 18:07:07,777 | DEBUG | No writer
2024-11-04 18:07:07,777 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,777 | DEBUG | Got value from dict - None
2024-11-04 18:07:07,911 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,911 | DEBUG | adding height: tall to db was True
2024-11-04 18:07:07,911 | DEBUG | Data written
2024-11-04 18:07:07,912 | DEBUG | writing was True
2024-11-04 18:07:07,912 | DEBUG | released all reader slots
2024-11-04 18:07:07,912 | DEBUG | No writer
2024-11-04 18:07:07,912 | DEBUG | Acquired reader lock
2024-11-04 18:07:07,912 | DEBUG | Got value from dict - tall
2024-11-04 18:07:07,919 | DEBUG | Value added to dictionary
2024-11-04 18:07:07,919 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:07,919 | DEBUG | Data written
2024-11-04 18:07:07,919 | DEBUG | writing was True
2024-11-04 18:07:07,920 | DEBUG | released all reader slots
2024-11-04 18:07:08,027 | DEBUG | No writer
2024-11-04 18:07:08,028 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,028 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,046 | DEBUG | No writer
2024-11-04 18:07:08,046 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,046 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,064 | DEBUG | No writer
2024-11-04 18:07:08,064 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,064 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,085 | DEBUG | No writer
2024-11-04 18:07:08,085 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,085 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,109 | DEBUG | No writer
2024-11-04 18:07:08,109 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,109 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,125 | DEBUG | No writer
2024-11-04 18:07:08,126 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,126 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,144 | DEBUG | No writer
2024-11-04 18:07:08,144 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,144 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,158 | DEBUG | No writer
2024-11-04 18:07:08,158 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,158 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,179 | DEBUG | No writer
2024-11-04 18:07:08,179 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,179 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,193 | DEBUG | No writer
2024-11-04 18:07:08,193 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,193 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:08,305 | DEBUG | No writer
2024-11-04 18:07:08,305 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,305 | DEBUG | Got value from dict - None
2024-11-04 18:07:08,331 | DEBUG | No writer
2024-11-04 18:07:08,331 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,331 | DEBUG | Got value from dict - None
2024-11-04 18:07:08,342 | DEBUG | No writer
2024-11-04 18:07:08,342 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,342 | DEBUG | Got value from dict - None
2024-11-04 18:07:08,369 | DEBUG | Value added to dictionary
2024-11-04 18:07:08,369 | DEBUG | adding num: 12 to db was True
2024-11-04 18:07:08,369 | DEBUG | Data written
2024-11-04 18:07:08,370 | DEBUG | writing was True
2024-11-04 18:07:08,370 | DEBUG | released all reader slots
2024-11-04 18:07:08,370 | DEBUG | No writer
2024-11-04 18:07:08,370 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,370 | DEBUG | Got value from dict - 12
2024-11-04 18:07:08,402 | DEBUG | No writer
2024-11-04 18:07:08,402 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,402 | DEBUG | Got value from dict - None
2024-11-04 18:07:08,416 | DEBUG | No writer
2024-11-04 18:07:08,416 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,416 | DEBUG | Got value from dict - None
2024-11-04 18:07:08,432 | DEBUG | No writer
2024-11-04 18:07:08,432 | DEBUG | Acquired reader lock
2024-11-04 18:07:08,432 | DEBUG | Got value from dict - None
2024-11-04 18:07:08,441 | DEBUG | Tests complete
2024-11-04 18:07:48,727 | DEBUG | Data written
2024-11-04 18:07:48,728 | DEBUG | method chosen: OperationSettings.THREADS
2024-11-04 18:07:48,728 | DEBUG | Got data
2024-11-04 18:07:48,728 | DEBUG | Data written
2024-11-04 18:07:48,729 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,729 | DEBUG | Deleted value from dict
2024-11-04 18:07:48,729 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,729 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,729 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,729 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,729 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,729 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,730 | DEBUG | Data written
2024-11-04 18:07:48,730 | DEBUG | method chosen: OperationSettings.THREADS
2024-11-04 18:07:48,730 | DEBUG | Got data
2024-11-04 18:07:48,730 | DEBUG | No writer
2024-11-04 18:07:48,730 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,730 | DEBUG | No writer
2024-11-04 18:07:48,730 | DEBUG | Got value from dict - None
2024-11-04 18:07:48,731 | DEBUG | No writer
2024-11-04 18:07:48,731 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,731 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,731 | DEBUG | Got value from dict - None
2024-11-04 18:07:48,731 | DEBUG | Got value from dict - None
2024-11-04 18:07:48,741 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,741 | DEBUG | adding num: 12 to db was True
2024-11-04 18:07:48,741 | DEBUG | Data written
2024-11-04 18:07:48,741 | DEBUG | writing was True
2024-11-04 18:07:48,741 | DEBUG | released all reader slots
2024-11-04 18:07:48,756 | DEBUG | No writer
2024-11-04 18:07:48,756 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,756 | DEBUG | No writer
2024-11-04 18:07:48,756 | DEBUG | Got value from dict - 12
2024-11-04 18:07:48,756 | DEBUG | No writer
2024-11-04 18:07:48,756 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,756 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,756 | DEBUG | Got value from dict - 12
2024-11-04 18:07:48,756 | DEBUG | Got value from dict - 12
2024-11-04 18:07:48,757 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,757 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:48,757 | DEBUG | Data written
2024-11-04 18:07:48,757 | DEBUG | writing was True
2024-11-04 18:07:48,757 | DEBUG | released all reader slots
2024-11-04 18:07:48,757 | DEBUG | No writer
2024-11-04 18:07:48,757 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,758 | DEBUG | No writer
2024-11-04 18:07:48,758 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,758 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,758 | DEBUG | No writer
2024-11-04 18:07:48,758 | DEBUG | No writer
2024-11-04 18:07:48,758 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,758 | DEBUG | No writer
2024-11-04 18:07:48,758 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,758 | DEBUG | No writer
2024-11-04 18:07:48,758 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,758 | DEBUG | No writer
2024-11-04 18:07:48,759 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,759 | DEBUG | No writer
2024-11-04 18:07:48,759 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,759 | DEBUG | No writer
2024-11-04 18:07:48,759 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,759 | DEBUG | No writer
2024-11-04 18:07:48,759 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,759 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,759 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,759 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,759 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,760 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,760 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,760 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,760 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,760 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,760 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,760 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,760 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:48,760 | DEBUG | Data written
2024-11-04 18:07:48,762 | DEBUG | writing was True
2024-11-04 18:07:48,762 | DEBUG | released all reader slots
2024-11-04 18:07:48,762 | DEBUG | No writer
2024-11-04 18:07:48,762 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,762 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,762 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,762 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:48,762 | DEBUG | Data written
2024-11-04 18:07:48,762 | DEBUG | writing was True
2024-11-04 18:07:48,762 | DEBUG | released all reader slots
2024-11-04 18:07:48,762 | DEBUG | No writer
2024-11-04 18:07:48,762 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,762 | DEBUG | Got value from dict - None
2024-11-04 18:07:48,868 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,868 | DEBUG | adding height: tall to db was True
2024-11-04 18:07:48,868 | DEBUG | Data written
2024-11-04 18:07:48,868 | DEBUG | writing was True
2024-11-04 18:07:48,868 | DEBUG | released all reader slots
2024-11-04 18:07:48,869 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,869 | DEBUG | adding age: 17 to db was True
2024-11-04 18:07:48,869 | DEBUG | Data written
2024-11-04 18:07:48,870 | DEBUG | writing was True
2024-11-04 18:07:48,870 | DEBUG | released all reader slots
2024-11-04 18:07:48,870 | DEBUG | No writer
2024-11-04 18:07:48,870 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,870 | DEBUG | Got value from dict - 17
2024-11-04 18:07:48,870 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,870 | DEBUG | Data written
2024-11-04 18:07:48,870 | DEBUG | Got data
2024-11-04 18:07:48,871 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,871 | DEBUG | Data written
2024-11-04 18:07:48,871 | DEBUG | Data written
2024-11-04 18:07:48,871 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:07:48,877 | DEBUG | Got data
2024-11-04 18:07:48,877 | DEBUG | Data written
2024-11-04 18:07:48,877 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:07:48,877 | DEBUG | Got data
2024-11-04 18:07:48,878 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,878 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:48,878 | DEBUG | Data written
2024-11-04 18:07:48,878 | DEBUG | writing was True
2024-11-04 18:07:48,878 | DEBUG | released all reader slots
2024-11-04 18:07:48,878 | DEBUG | No writer
2024-11-04 18:07:48,878 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,878 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:48,987 | DEBUG | Value added to dictionary
2024-11-04 18:07:48,987 | DEBUG | adding age: 17 to db was True
2024-11-04 18:07:48,987 | DEBUG | Data written
2024-11-04 18:07:48,987 | DEBUG | writing was True
2024-11-04 18:07:48,987 | DEBUG | released all reader slots
2024-11-04 18:07:48,987 | DEBUG | No writer
2024-11-04 18:07:48,987 | DEBUG | Acquired reader lock
2024-11-04 18:07:48,987 | DEBUG | Got value from dict - 17
2024-11-04 18:07:49,016 | DEBUG | No writer
2024-11-04 18:07:49,016 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,016 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,120 | DEBUG | No writer
2024-11-04 18:07:49,120 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,120 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,248 | DEBUG | Value added to dictionary
2024-11-04 18:07:49,249 | DEBUG | adding height: tall to db was True
2024-11-04 18:07:49,249 | DEBUG | Data written
2024-11-04 18:07:49,249 | DEBUG | writing was True
2024-11-04 18:07:49,249 | DEBUG | released all reader slots
2024-11-04 18:07:49,249 | DEBUG | No writer
2024-11-04 18:07:49,249 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,249 | DEBUG | Got value from dict - tall
2024-11-04 18:07:49,256 | DEBUG | Value added to dictionary
2024-11-04 18:07:49,257 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:07:49,257 | DEBUG | Data written
2024-11-04 18:07:49,257 | DEBUG | writing was True
2024-11-04 18:07:49,257 | DEBUG | released all reader slots
2024-11-04 18:07:49,366 | DEBUG | No writer
2024-11-04 18:07:49,366 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,366 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,388 | DEBUG | No writer
2024-11-04 18:07:49,389 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,389 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,408 | DEBUG | No writer
2024-11-04 18:07:49,408 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,408 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,427 | DEBUG | No writer
2024-11-04 18:07:49,427 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,427 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,450 | DEBUG | No writer
2024-11-04 18:07:49,450 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,451 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,467 | DEBUG | No writer
2024-11-04 18:07:49,467 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,467 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,484 | DEBUG | No writer
2024-11-04 18:07:49,485 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,485 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,501 | DEBUG | No writer
2024-11-04 18:07:49,502 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,502 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,518 | DEBUG | No writer
2024-11-04 18:07:49,518 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,518 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,534 | DEBUG | No writer
2024-11-04 18:07:49,534 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,534 | DEBUG | Got value from dict - Ophir
2024-11-04 18:07:49,648 | DEBUG | No writer
2024-11-04 18:07:49,648 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,648 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,669 | DEBUG | No writer
2024-11-04 18:07:49,669 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,669 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,688 | DEBUG | No writer
2024-11-04 18:07:49,688 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,688 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,712 | DEBUG | Value added to dictionary
2024-11-04 18:07:49,712 | DEBUG | adding num: 12 to db was True
2024-11-04 18:07:49,712 | DEBUG | Data written
2024-11-04 18:07:49,712 | DEBUG | writing was True
2024-11-04 18:07:49,712 | DEBUG | released all reader slots
2024-11-04 18:07:49,712 | DEBUG | No writer
2024-11-04 18:07:49,712 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,712 | DEBUG | Got value from dict - 12
2024-11-04 18:07:49,744 | DEBUG | No writer
2024-11-04 18:07:49,744 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,744 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,761 | DEBUG | No writer
2024-11-04 18:07:49,761 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,761 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,777 | DEBUG | No writer
2024-11-04 18:07:49,777 | DEBUG | Acquired reader lock
2024-11-04 18:07:49,777 | DEBUG | Got value from dict - None
2024-11-04 18:07:49,786 | DEBUG | Tests complete
2024-11-04 18:08:03,564 | DEBUG | Data written
2024-11-04 18:08:03,564 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:08:03,573 | DEBUG | Got data
2024-11-04 18:08:03,573 | DEBUG | Data written
2024-11-04 18:08:03,573 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:08:03,573 | DEBUG | Got data
2024-11-04 18:08:03,573 | DEBUG | Value added to dictionary
2024-11-04 18:08:03,573 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:08:03,573 | DEBUG | Data written
2024-11-04 18:08:03,574 | DEBUG | writing was True
2024-11-04 18:08:03,574 | DEBUG | released all reader slots
2024-11-04 18:08:03,574 | DEBUG | No writer
2024-11-04 18:08:03,574 | DEBUG | Acquired reader lock
2024-11-04 18:08:03,574 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:03,678 | DEBUG | Value added to dictionary
2024-11-04 18:08:03,678 | DEBUG | adding age: 17 to db was True
2024-11-04 18:08:03,678 | DEBUG | Data written
2024-11-04 18:08:03,678 | DEBUG | writing was True
2024-11-04 18:08:03,678 | DEBUG | released all reader slots
2024-11-04 18:08:03,678 | DEBUG | No writer
2024-11-04 18:08:03,678 | DEBUG | Acquired reader lock
2024-11-04 18:08:03,678 | DEBUG | Got value from dict - 17
2024-11-04 18:08:03,714 | DEBUG | No writer
2024-11-04 18:08:03,714 | DEBUG | Acquired reader lock
2024-11-04 18:08:03,714 | DEBUG | Got value from dict - None
2024-11-04 18:08:03,815 | DEBUG | No writer
2024-11-04 18:08:03,815 | DEBUG | Acquired reader lock
2024-11-04 18:08:03,815 | DEBUG | Got value from dict - None
2024-11-04 18:08:03,934 | DEBUG | Value added to dictionary
2024-11-04 18:08:03,935 | DEBUG | adding height: tall to db was True
2024-11-04 18:08:03,935 | DEBUG | Data written
2024-11-04 18:08:03,935 | DEBUG | writing was True
2024-11-04 18:08:03,935 | DEBUG | released all reader slots
2024-11-04 18:08:03,935 | DEBUG | No writer
2024-11-04 18:08:03,935 | DEBUG | Acquired reader lock
2024-11-04 18:08:03,935 | DEBUG | Got value from dict - tall
2024-11-04 18:08:03,942 | DEBUG | Value added to dictionary
2024-11-04 18:08:03,942 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:08:03,942 | DEBUG | Data written
2024-11-04 18:08:03,942 | DEBUG | writing was True
2024-11-04 18:08:03,942 | DEBUG | released all reader slots
2024-11-04 18:08:04,047 | DEBUG | No writer
2024-11-04 18:08:04,047 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,047 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,067 | DEBUG | No writer
2024-11-04 18:08:04,067 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,067 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,087 | DEBUG | No writer
2024-11-04 18:08:04,087 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,087 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,107 | DEBUG | No writer
2024-11-04 18:08:04,107 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,107 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,126 | DEBUG | No writer
2024-11-04 18:08:04,126 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,127 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,145 | DEBUG | No writer
2024-11-04 18:08:04,145 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,145 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,160 | DEBUG | No writer
2024-11-04 18:08:04,160 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,160 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,176 | DEBUG | No writer
2024-11-04 18:08:04,176 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,177 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,193 | DEBUG | No writer
2024-11-04 18:08:04,193 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,193 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,208 | DEBUG | No writer
2024-11-04 18:08:04,209 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,209 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:04,323 | DEBUG | No writer
2024-11-04 18:08:04,323 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,323 | DEBUG | Got value from dict - None
2024-11-04 18:08:04,343 | DEBUG | No writer
2024-11-04 18:08:04,343 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,343 | DEBUG | Got value from dict - None
2024-11-04 18:08:04,362 | DEBUG | No writer
2024-11-04 18:08:04,362 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,362 | DEBUG | Got value from dict - None
2024-11-04 18:08:04,380 | DEBUG | Value added to dictionary
2024-11-04 18:08:04,380 | DEBUG | adding num: 12 to db was True
2024-11-04 18:08:04,380 | DEBUG | Data written
2024-11-04 18:08:04,380 | DEBUG | writing was True
2024-11-04 18:08:04,380 | DEBUG | released all reader slots
2024-11-04 18:08:04,380 | DEBUG | No writer
2024-11-04 18:08:04,380 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,380 | DEBUG | Got value from dict - 12
2024-11-04 18:08:04,412 | DEBUG | No writer
2024-11-04 18:08:04,412 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,412 | DEBUG | Got value from dict - None
2024-11-04 18:08:04,428 | DEBUG | No writer
2024-11-04 18:08:04,428 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,428 | DEBUG | Got value from dict - None
2024-11-04 18:08:04,443 | DEBUG | No writer
2024-11-04 18:08:04,443 | DEBUG | Acquired reader lock
2024-11-04 18:08:04,443 | DEBUG | Got value from dict - None
2024-11-04 18:08:04,451 | DEBUG | Tests complete
2024-11-04 18:08:23,895 | DEBUG | Data written
2024-11-04 18:08:23,895 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:08:23,903 | DEBUG | Got data
2024-11-04 18:08:23,904 | DEBUG | Data written
2024-11-04 18:08:23,904 | DEBUG | method chosen: OperationSettings.PROCESSES
2024-11-04 18:08:23,904 | DEBUG | Got data
2024-11-04 18:08:23,904 | DEBUG | Value added to dictionary
2024-11-04 18:08:23,904 | DEBUG | adding name: Ophir to db was True
2024-11-04 18:08:23,904 | DEBUG | Data written
2024-11-04 18:08:23,904 | DEBUG | writing was True
2024-11-04 18:08:23,904 | DEBUG | released all reader slots
2024-11-04 18:08:23,904 | DEBUG | No writer
2024-11-04 18:08:23,904 | DEBUG | Acquired reader lock
2024-11-04 18:08:23,904 | DEBUG | Got value from dict - Ophir
2024-11-04 18:08:24,013 | DEBUG | Value added to dictionary
2024-11-04 18:08:24,013 | DEBUG | adding age: 17 to db was True
2024-11-04 18:08:24,013 | DEBUG | Data written
2024-11-04 18:08:24,013 | DEBUG | writing was True
2024-11-04 18:08:24,013 | DEBUG | released all reader slots
